Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2026-03-09 17:29:20 UTC,238,a5e721fb-ff37-4e01-82fc-2a59cc74d201,Jaydon,Blue,DAL,RB,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-10 01:44:02 UTC,105,e47bda15-7f48-4397-a807-ac670a9109b3,Oronde,Gadsden,LAC,TE,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-10 01:56:06 UTC,160,fc569b39-da9b-4491-88a8-888f94ac25e0,Isaiah,Likely,NYG,TE,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:26:06 UTC,25,812b5ae1-3e06-44b2-b67b-a82a49575f0d,Chris,Olave,NO,WR,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-19 00:50:38 UTC,168,8951e1bb-aed2-40ff-9f40-f09197f7ffd2,Adonai,Mitchell,NYJ,WR,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-10 01:50:25 UTC,136,63e6cd88-ebad-4d92-9ca5-ac66bfdaf8a3,Tyreek,Hill,,WR,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-05 19:45:30 UTC,216,1a9a34d4-5672-4ca9-9f2b-866808a9c0c6,Kirk,Cousins,,QB,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-09 17:17:38 UTC,166,af9d15c0-f214-4bdd-9127-78092bf6ed93,Sean,Tucker,TB,RB,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-10 01:25:08 UTC,16,9c056ba5-502c-4584-85e2-e605ff46b47a,Saquon,Barkley,PHI,RB,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:56:03 UTC,240,1a9a34d4-5672-4ca9-9f2b-866808a9c0c6,Kirk,Cousins,,QB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-28 21:26:21 UTC,146,a586d9bf-05b3-4f40-a43a-9c03e3994050,Jordan,Mason,MIN,RB,e9db9787-0327-40e7-9ae4-156c08c7376c,d5389839-90c7-442d-ad91-603b26fa55b0,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-28 21:16:13 UTC,71,6e6ce49b-45e4-4f05-84ef-7ae66c1668e8,Parker,Washington,JAX,WR,e9db9787-0327-40e7-9ae4-156c08c7376c,d5389839-90c7-442d-ad91-603b26fa55b0,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-19 00:37:02 UTC,72,6e6ce49b-45e4-4f05-84ef-7ae66c1668e8,Parker,Washington,JAX,WR,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:29:38 UTC,48,be1270d5-0970-47e5-ae48-9a3fc9266d02,Jaylen,Waddle,DEN,WR,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-19 00:43:56 UTC,121,0080fd75-8cb4-47fb-bd0c-ebaddb217186,Kenyon,Sadiq,,TE,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-10 01:27:48 UTC,33,73be3f6c-913e-4764-ad06-d67b5a277539,Tee,Higgins,CIN,WR,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-21 04:49:13 UTC,96,cd2ef29a-f0ec-4c35-8ff9-7008459c9ea2,Stefon,Diggs,,WR,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-01-30 18:21:43 UTC,188,0b9c1118-7fc7-40c6-acbf-fa868c438eda,Tory,Horton,SEA,WR,e0b467d9-730f-4d0e-9d35-0158db14de20,c1033cdf-f029-43b6-b8ab-bbf1f1d130f3,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-19 00:47:30 UTC,144,f4586722-eee7-4bbc-aa76-88241282ac2f,Chris,Rodriguez,JAX,RB,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-10 02:05:37 UTC,208,d84bc886-2afe-4653-ae09-9c51f182c3f1,Ryan,Flournoy,DAL,WR,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-28 21:19:46 UTC,95,0c3af97a-d800-4e73-aa0d-7eaa10d9aa91,Xavier,Worthy,KC,WR,e9db9787-0327-40e7-9ae4-156c08c7376c,d5389839-90c7-442d-ad91-603b26fa55b0,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-12 18:14:28 UTC,234,f367bc00-12bb-4b39-bb7b-c23266d8fbad,Darnell,Washington,PIT,TE,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-01 16:02:56 UTC,114,b8453ed0-6d82-4474-a108-128336891830,Jalen,Coker,CAR,WR,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-19 00:33:42 UTC,49,067a8cdc-ed3a-4bd7-8a89-7ec44e819aaf,Christian,Watson,GB,WR,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-19 00:27:49 UTC,159,f3350e4c-a3bf-496c-97ee-3433f7794553,Troy,Franklin,DEN,WR,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-23 01:13:04 UTC,121,a9799cdb-e946-427d-8ad6-f2416165c86c,Emmett,Johnson,,RB,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-01 15:50:04 UTC,18,ad9c279e-9352-4475-8beb-06f169e19532,Trey,McBride,ARI,TE,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-19 00:27:13 UTC,154,0e759258-47eb-4ded-af7f-6ffce9ab2ad8,Cam,Ward,TEN,QB,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-19 00:23:25 UTC,130,74495a7e-40fd-4779-8599-af4dd40ec864,Brenton,Strange,JAX,TE,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-01-30 18:19:09 UTC,173,326bb735-d387-45b4-86bd-66066b01fd9d,Tre,Tucker,LV,WR,e0b467d9-730f-4d0e-9d35-0158db14de20,c1033cdf-f029-43b6-b8ab-bbf1f1d130f3,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-11 03:21:47 UTC,1,b01bb761-f415-43c6-9e28-ba81d9e75025,Bijan,Robinson,ATL,RB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:40:30 UTC,120,386c2f4c-5b7e-4244-af32-c9e80cc9c5cb,Jonah,Coleman,,RB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-09 16:54:39 UTC,22,7fc0aee4-38db-42f5-919d-52da687dedf4,Chase,Brown,CIN,RB,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-11 03:37:14 UTC,97,62fa37cc-8a68-42e5-abe5-5bddd81891d8,Jayden,Reed,GB,WR,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-12 17:53:08 UTC,103,de654ca0-571f-4ce8-9ed9-9a8f76d93ac8,Bo,Nix,DEN,QB,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-11 03:49:51 UTC,192,0b9c1118-7fc7-40c6-acbf-fa868c438eda,Tory,Horton,SEA,WR,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-09 17:10:52 UTC,118,0080fd75-8cb4-47fb-bd0c-ebaddb217186,Kenyon,Sadiq,,TE,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-01 15:48:09 UTC,7,d0ee72eb-4443-41aa-889f-a24475b7db74,Jonathan,Taylor,IND,RB,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-11 03:32:54 UTC,72,8f0f38c0-e0e8-49ae-b633-1aeabf20d410,Jaxson,Dart,NYG,QB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-12 18:07:07 UTC,186,1d92b2b2-2506-435b-ad05-c656b09d8a8e,Gunnar,Helm,TEN,TE,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-10 01:59:40 UTC,177,67dc2068-98de-4e18-b93b-677dbebdf1d9,Kimani,Vidal,LAC,RB,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-13 04:09:12 UTC,24,d081b2f7-180c-49a4-bf3e-4968e14d68c0,George,Pickens,DAL,WR,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-01-30 18:29:17 UTC,236,4635e15c-34ba-4414-a722-58dc2e81547a,Mac,Jones,SF,QB,e0b467d9-730f-4d0e-9d35-0158db14de20,c1033cdf-f029-43b6-b8ab-bbf1f1d130f3,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-11 03:43:49 UTC,145,835f3c26-addd-4822-a694-8752d2eeb121,Trey,Benson,ARI,RB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-19 00:30:17 UTC,24,7fc0aee4-38db-42f5-919d-52da687dedf4,Chase,Brown,CIN,RB,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 02:53:27 UTC,1,b01bb761-f415-43c6-9e28-ba81d9e75025,Bijan,Robinson,ATL,RB,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-01-30 18:11:05 UTC,125,67207524-894f-453a-8fa4-44bf33b5703b,Tyler,Shough,NO,QB,e0b467d9-730f-4d0e-9d35-0158db14de20,c1033cdf-f029-43b6-b8ab-bbf1f1d130f3,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-12 17:57:43 UTC,127,85983b65-b7aa-4513-8e01-1b94d7867861,Matthew,Golden,GB,WR,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-19 00:58:08 UTC,217,f664cfe3-c377-4cc9-89b4-8cc2938ea033,Ollie,Gordon,MIA,RB,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-19 01:01:47 UTC,240,8852b212-06e9-4aae-9ea8-b4fb224d7b51,Oscar,Delp,,TE,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-23 01:12:55 UTC,120,386c2f4c-5b7e-4244-af32-c9e80cc9c5cb,Jonah,Coleman,,RB,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-01 11:47:34 UTC,168,3e1e1a35-66fc-4687-922a-67be708da615,Jonathon,Brooks,CAR,RB,33146654-070e-4d3e-8806-97ef5a6d2064,d3501611-1cce-47dc-ae9a-1a1c20291853,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-09 16:59:03 UTC,51,15646db4-d97a-4fd0-91e4-d1941c672a25,D.J.,Moore,BUF,WR,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-01 16:01:35 UTC,103,493029ea-6559-4da5-b912-89b4bc5a0fa0,Rico,Dowdle,PIT,RB,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-10 01:39:57 UTC,88,979a31b2-8567-4ca0-9cef-e3318c945141,Tyler,Allgeier,ARI,RB,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:36:57 UTC,96,679c05b5-1aa5-452d-853e-ec868e43e0f8,Kyle,Monangai,CHI,RB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:29:54 UTC,49,839ae7c3-b8bb-4049-94d0-abb4c41835fd,RJ,Harvey,DEN,RB,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-12 18:12:38 UTC,223,7be5aa07-458c-4718-891e-de1729d9c937,Mike,Gesicki,CIN,TE,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-12 17:49:10 UTC,79,55670954-1774-4848-9203-c67806037de4,Michael,Wilson,ARI,WR,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-10 01:34:44 UTC,64,c3d66be9-8247-4c7b-81e7-6d6df8b7c120,Joe,Burrow,CIN,QB,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-11 03:43:34 UTC,144,926480b1-04f4-4476-8e7e-def8df249925,Kayshon,Boutte,NE,WR,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-10 01:45:13 UTC,112,4e6563d4-e35d-427c-a4c6-031f5aca04b4,Jordan,Love,GB,QB,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-01 16:06:37 UTC,138,67207524-894f-453a-8fa4-44bf33b5703b,Tyler,Shough,NO,QB,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-09 17:22:56 UTC,195,d84bc886-2afe-4653-ae09-9c51f182c3f1,Ryan,Flournoy,DAL,WR,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-09 17:07:34 UTC,99,0c3af97a-d800-4e73-aa0d-7eaa10d9aa91,Xavier,Worthy,KC,WR,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-09 16:55:22 UTC,27,d945c683-2b49-4442-bdab-dce9a47e0815,A.J.,Brown,PHI,WR,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-19 00:24:31 UTC,135,90ee5a59-5b0b-4b64-a075-3376298908fd,James,Conner,ARI,RB,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-01 15:53:12 UTC,42,da4cd799-901c-4092-afb1-ca44f9fe83e3,Cam,Skattebo,NYG,RB,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-01 16:04:51 UTC,127,afcbc726-e23f-447b-977e-1460016a2a86,Khalil,Shakir,BUF,WR,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-12 17:44:58 UTC,55,5ff0e40f-9de2-4c4a-87e4-3c68f5472a27,Rome,Odunze,CHI,WR,b7317ea3-957a-4f34-8897-90c59a3a35f3,a79c3111-74b3-4f65-a182-923b718cbabb,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-19 00:31:29 UTC,183,dd6719eb-1465-4a8c-82ad-4ed1b19468c8,Jacoby,Brissett,ARI,QB,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-01 16:18:32 UTC,223,f367bc00-12bb-4b39-bb7b-c23266d8fbad,Darnell,Washington,PIT,TE,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-10 02:10:34 UTC,232,169ab4a9-bca9-47db-9db0-ed4ec3acbf2f,Ted,Hurst,,WR,61252b5d-ed8d-48c3-8584-8fae104c7fb1,5c837c17-48d8-457c-8f03-7b464520738a,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-19 00:08:05 UTC,34,73be3f6c-913e-4764-ad06-d67b5a277539,Tee,Higgins,CIN,WR,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-09 17:18:35 UTC,171,ce842e43-c32b-465a-8894-3bda0159e731,Chimere,Dike,TEN,WR,2b8f6727-217c-42e2-8fb4-9bdcf77d2db6,c8e065c9-083e-4b90-8c96-fe3333697644,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-02-11 03:50:12 UTC,193,75f67e73-dde0-4688-a8a3-3156e3a618ad,Jake,Tonges,SF,TE,c00dcd3a-975b-4fca-81fb-74c6d7071add,3ec15792-a5bf-48db-9d68-2502f0fda271,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-02-19 00:05:12 UTC,15,ad9c279e-9352-4475-8beb-06f169e19532,Trey,McBride,ARI,TE,d53c8477-9da5-4ce1-be6f-0eff8db19e08,d5c2f35a-5fda-4493-8a30-ea1b544a00eb,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-03-01 16:00:08 UTC,90,86f1cc56-83b8-4011-b88b-0a9245e79865,Dak,Prescott,DAL,QB,371f173a-8add-44fc-8c56-0cbf5738c83f,3adee8e2-1269-4eb0-a387-75b8d3d9567f,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-03-19 00:47:46 UTC,145,ff50f9d3-ba34-4600-b2fc-e3442956121a,Zach,Charbonnet,SEA,RB,8b3ee1cc-5646-487a-a7d4-195e1ac59cf3,e84dd89f-888a-4393-a64f-3b83019b8cd5,,12,,The Big Board,20b6d363-f4e6-472a-be06-871d6b3e5a14,10,2000000,223200,,,,,,,,,,
2026-01-30 18:02:07 UTC,68,55670954-1774-4848-9203-c67806037de4,Michael,Wilson,ARI,WR,e0b467d9-730f-4d0e-9d35-0158db14de20,c1033cdf-f029-43b6-b8ab-bbf1f1d130f3,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
2026-01-30 18:17:47 UTC,164,af9d15c0-f214-4bdd-9127-78092bf6ed93,Sean,Tucker,TB,RB,e0b467d9-730f-4d0e-9d35-0158db14de20,c1033cdf-f029-43b6-b8ab-bbf1f1d130f3,,12,,The Little Board,bd240943-36bf-459c-9c89-7d70301a50ac,3,500000,189000,,,,,,,,,,
