"","playerID","year","team","games","rush_att","rush_yards","rush_avg","rush_td","receptions","rec_yards","rec_avg","yds_targ","rec_td","pass_att","pass_comp","pass_td","pass_yards","int_thrown","pass_avg","xp_att","xp_made","fg_att","fg_made","int_caught","tackles","sacks","fumble_rec","ret_td","targets","rz_targets","rz_rushes","rz_pass","rz_pass10","rz_pass5","pass20","pass40","rz_rush10","rz_rush5","rush20","rush40","rushStuff","rz_targets10","rz_targets5","targetsPen","rec20","rec40","fga29","fgm29","fga30","fgm30","fga40","fgm40","fga50","fgm50","total_tackles","assists","fumbles_forced","pass_defensed","offsnaps","defsnaps","stsnaps","passing300","passing350","passing400","rushing100","rushing150","rushing200","receiving100","receiving150","receiving200","fumbles","fumblesLost","sacksTaken","KickReturnYards","KickReturnTD","PuntReturnYards","PuntReturnTD","age","YPA","YPT","YPR","position","Rate","AVG","Max"
"1675",8941,2013,"Min",9,0,0,0,0,11,133,12.0909090042114,8.3125,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,62,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,0,8.3125,0,"TE",0,2.08888888888889,6.8
"1676",8980,2013,"Cle",12,6,43,7.16666650772095,0,2,8,4,0.888888895511627,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,91,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0.888888888888889,7.16666666666667,"TE",0,0.425,3
"1677",8982,2013,"NE",12,0,0,0,0,32,466,14.5625,6.65714263916016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,540,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,6.65714285714286,0,"WR",3,6.66153846153846,21.7
"1678",8987,2013,"NYJ",16,17,62,3.64705872535706,0,11,69,6.27272748947144,4.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,83,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,22,0,4.3125,3.64705882352941,"RB",0,1.1625,4.9
"1679",8991,2013,"Oak",7,11,27,2.45454549789429,0,0,0,0,0,0,211,118,8,1547,8,7.33175373077393,0,0,0,0,0,0,0,0,0,0,0,1,29,12,6,29,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,23,7.33175355450237,0,2.45454545454545,"QB",1,13.7214285714286,21.55
"1680",9011,2013,"Chi",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,24,0,0,0,"WR",0,0,0
"1681",9019,2013,"TB",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,32,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"WR",0,0,0
"1682",9024,2013,"NYJ",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,"WR",0,0,0
"1683",9026,2013,"Jax",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,"WR",0,0,0
"1684",9036,2013,"TB",7,2,15,7.5,0,2,12,6,1.71428573131561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,67,0,17,0,22,0,1.71428571428571,7.5,"WR",0,0.242857142857143,1.4
"1685",9037,2013,"Was",5,0,0,0,0,3,15,5,1.36363637447357,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,1,0,0,188,0,0,0,22,0,1.36363636363636,0,"WR",0,0.2,1.1
"1686",9046,2013,"Ari",16,0,0,0,0,11,140,12.7272729873657,7.77777767181396,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,45,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7.77777777777778,0,"WR",0,1.59375,10.5
"1687",9059,2013,"NO",10,54,224,4.14814805984497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4.14814814814815,"RB",3,3.86666666666667,13.5
"1688",9062,2013,"StL",14,47,261,5.55319166183472,1,6,59,9.83333301544189,5.90000009536743,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,4,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,55,0,31,0,0,0,1,0,0,0,0,0,2,1,0,299,0,0,0,22,0,5.9,5.5531914893617,"RB",1,2.64285714285714,14.9
"1689",9067,2013,"Pit",7,0,0,0,0,2,20,10,3.33333325386047,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3.33333333333333,0,"WR",0,1.28571428571429,6.6
"1690",9071,2013,"NO",14,1,-8,-8,0,6,44,7.33333349227905,4.40000009536743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4.4,-8,"TE",1,1.05,6.8
"1691",9081,2013,"Ind",15,0,0,0,0,5,19,3.79999995231628,2.71428561210632,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,91,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2.71428571428571,0,"TE",0,0.329411764705882,1.3
"1692",9085,2013,"Det",16,0,0,0,0,18,207,11.5,6.90000009536743,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6.9,0,"TE",1,4.48125,22.9
"1693",9091,2013,"Ari",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"TE",0,0,0
"1694",9102,2013,"GB",11,0,0,0,0,7,120,17.1428565979004,8.5714282989502,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8.57142857142857,0,"TE",1,1.95454545454545,11.7
"1695",9114,2013,"NYG",16,0,0,0,0,3,31,10.3333330154419,5.16666650772095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5.16666666666667,0,"TE",0,0.2875,4.6
"1696",9136,2013,"TB",16,1,2,2,0,54,571,10.5740737915039,7.51315784454346,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,76,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,472,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7.51315789473684,2,"TE",5,7.14375,17.7
"1697",9153,2013,"GB",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,0,0,0,"RB",0,0.7,3.6
"1698",9153,2013,"TB",6,9,23,2.55555558204651,0,2,23,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11.5,2.55555555555556,"RB",0,0.7,3.6
"1699",9175,2013,"Buf",2,1,4,4,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,4,"RB",0,0.55,1.1
"1700",9179,2013,"Hou",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,"TE",0,0,0
"1701",9179,2013,"SD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,"TE",0,0,0
"1702",9185,2013,"GB",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,"TE",0,0,0
"1703",9187,2013,"GB",7,0,0,0,0,9,66,7.33333349227905,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5.5,0,"WR",0,1.58571428571429,6
"1704",9203,2013,"SF",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"TE",0,0,0
"1705",9207,2013,"Was",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"WR",0,0,0
"1706",9208,2013,"Oak",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,221,0,49,0,23,0,0,0,"WR",0,-0.333333333333333,0
"1707",9216,2013,"Car",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"TE",0,0,0
"1708",9226,2013,"StL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,22,0,0,0,"WR",0,0,0
"1709",9230,2013,"NYG",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"WR",0,0,0
"1710",902,2014,"Den",16,24,-24,-1,0,0,0,0,0,0,597,395,39,4727,15,7.91792297363281,0,0,0,0,0,2,0,0,0,0,0,0,112,52,27,66,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1092,0,0,7,3,2,0,0,0,0,0,0,5,2,17,0,0,0,0,38,7.9179229480737,0,-1,"QB",10,22.2058823529412,37.75
"1711",949,2014,"Ind",4,8,-11,-1.375,0,0,0,0,0,0,44,30,2,301,0,6.84090900421143,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,38,6.84090909090909,0,-1.375,"QB",0,4.9875,10.95
"1712",1350,2014,"NE",16,36,57,1.58333337306976,0,0,0,0,0,0,582,373,33,4109,9,7.0601372718811,0,0,0,0,0,1,0,0,0,0,0,9,84,40,20,44,8,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1062,0,0,5,2,0,0,0,0,0,0,0,6,3,21,0,0,0,0,36,7.06013745704467,0,1.58333333333333,"QB",10,21.6421052631579,35.7
"1713",2178,2014,"NO",16,27,68,2.51851844787598,1,1,1,1,1,0,659,456,33,4952,17,7.5144157409668,0,0,0,0,0,0,0,0,0,1,0,4,87,34,19,52,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,8,3,1,0,0,0,0,0,0,7,3,29,0,0,0,0,35,7.5144157814871,1,2.51851851851852,"QB",7,22.1852941176471,33.5
"1714",2193,2014,"NYJ",10,26,153,5.88461542129517,0,0,0,0,0,0,121,64,3,604,2,4.99173545837402,0,0,0,0,0,1,0,0,0,0,0,7,25,10,4,5,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,5,2,19,0,0,0,0,34,4.99173553719008,0,5.88461538461539,"QB",0,4.55,18.5
"1715",2207,2014,"Was",10,0,0,0,0,10,116,11.6000003814697,7.73333311080933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,7.73333333333333,0,"WR",0,1.66,5.8
"1716",2221,2014,"Ind",15,0,0,0,0,64,779,12.171875,6.71551704406738,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,116,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,859,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,35,0,6.71551724137931,0,"WR",6,6.75555555555556,21.4
"1717",2263,2014,"Bal",16,0,0,0,0,79,1065,13.4810123443604,7.94776105880737,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,134,20,0,0,0,0,0,0,0,0,0,0,0,6,1,0,15,5,0,0,0,0,0,0,0,0,3,0,0,0,822,0,1,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,35,0,7.94776119402985,0,"WR",10,11.25,29.4
"1718",2513,2014,"TB",11,25,127,5.07999992370605,3,0,0,0,0,0,327,184,11,2206,14,6.74617719650269,0,0,0,0,0,1,0,0,0,0,0,5,37,14,2,28,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,630,0,0,2,0,0,0,0,0,0,0,0,10,4,36,0,0,0,0,34,6.74617737003058,0,5.08,"QB",3,13.7272727272727,24.95
"1719",2688,2014,"StL",9,10,10,1,1,1,0,0,0,0,229,145,8,1657,7,7.2358078956604,0,0,0,0,0,0,0,0,0,1,1,1,29,15,8,22,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,452,0,0,0,0,0,0,0,0,0,0,0,7,1,18,0,0,0,0,34,7.23580786026201,0,1,"QB",0,11.2611111111111,23.25
"1720",3014,2014,"Ari",6,8,25,3.125,0,0,0,0,0,0,224,141,11,1626,3,7.25892877578735,0,0,0,0,0,2,0,0,0,0,0,0,32,8,4,19,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,410,0,0,2,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,34,7.25892857142857,0,3.125,"QB",3,19.8,24.45
"1721",3028,2014,"Hou",15,0,0,0,0,85,936,11.0117645263672,6.36734676361084,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,147,26,0,0,0,0,0,0,0,0,0,0,0,11,7,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,926,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,32,0,6.36734693877551,0,"WR",4,9.87333333333333,24.4
"1722",3074,2014,"SF",16,1,4,4,0,83,1062,12.7951803207397,8.10687065124512,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,131,15,0,1,0,0,0,0,0,0,0,0,0,4,1,0,14,1,0,0,0,0,0,0,0,0,2,0,0,0,895,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,8.10687022900763,4,"WR",6,11.13125,24.2
"1723",3086,2014,"Dal",16,0,0,0,0,64,703,10.984375,7.81111097335815,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,90,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,972,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7.81111111111111,0,"TE",6,8.23157894736842,18.5
"1724",3104,2014,"SF",14,0,0,0,0,14,294,21,8.39999961853027,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8.4,0,"WR",1,3.02857142857143,14.5
"1725",3153,2014,"Dal",15,26,61,2.3461537361145,0,0,0,0,0,0,435,304,34,3705,9,8.51724147796631,0,0,0,0,0,1,0,0,0,0,0,0,56,24,14,49,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,896,0,0,1,0,0,0,0,0,0,0,0,7,3,29,0,0,0,0,34,8.51724137931035,0,2.34615384615385,"QB",9,18.9555555555556,29.7
"1726",3172,2014,"SD",16,0,0,0,0,69,821,11.8985509872437,8.37755107879639,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,19,0,0,0,0,0,0,0,0,0,0,0,14,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,8.37755102040816,0,"TE",7,11.6625,31.1
"1727",3176,2014,"SF",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,"WR",0,0,0
"1728",3730,2014,"Ari",14,0,0,0,0,63,784,12.4444446563721,7.53846168518066,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,857,0,2,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,30,0,7.53846153846154,0,"WR",4,8.3,25.5
"1729",3756,2014,"Atl",15,190,707,3.72105264663696,6,20,148,7.40000009536743,5.48148155212402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,33,0,0,0,0,0,19,12,2,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5.48148148148148,3.72105263157895,"RB",6,8.76666666666667,16.5
"1730",3759,2014,"Ari",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,"TE",0,0,0
"1731",3763,2014,"NYG",16,12,31,2.58333325386047,1,0,0,0,0,0,601,379,30,4410,14,7.33777046203613,0,0,0,0,0,0,0,0,0,0,0,1,104,49,22,52,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,0,0,5,3,1,0,0,0,0,0,0,7,4,28,0,0,0,0,33,7.33777038269551,0,2.58333333333333,"QB",7,20.1,36.1
"1732",3764,2014,"Pit",16,33,27,0.818181812763214,0,0,-6,0,0,0,608,408,32,4952,9,8.14473724365234,0,0,0,0,0,0,0,0,0,0,0,1,101,48,17,56,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,1,9,5,2,0,0,0,0,0,0,9,5,33,0,0,0,0,32,8.14473684210526,0,0.818181818181818,"QB",5,21.8235294117647,50
"1733",3766,2014,"SD",16,37,102,2.75675678253174,0,0,0,0,0,0,570,379,31,4286,18,7.51929807662964,0,0,0,0,0,0,0,0,0,0,0,2,77,41,16,58,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,4,3,0,0,0,0,0,0,0,8,2,36,0,0,0,0,32,7.51929824561403,0,2.75675675675676,"QB",6,19.65625,32.05
"1734",3793,2014,"Oak",11,0,0,0,0,0,0,0,0,0,10,5,0,57,2,5.69999980926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,34,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,33,5.7,0,0,"QB",0,-0.468181818181818,0
"1735",3802,2014,"NO",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"QB",0,0,0
"1736",3850,2014,"Car",15,0,0,0,0,48,580,12.0833330154419,7.43589735031128,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,78,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7.43589743589744,0,"WR",3,5.61176470588235,13.2
"1737",3872,2014,"NO",16,0,0,0,0,20,136,6.80000019073486,4.38709688186646,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,571,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,4.38709677419355,0,"TE",0,2.225,8
"1738",4248,2014,"Den",14,0,0,0,0,49,464,9.46938800811768,7.25,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,9,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,743,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,33,0,7.25,0,"WR",2,5.69333333333333,12.5
"1739",4306,2014,"KC",15,49,254,5.18367338180542,1,0,0,0,0,0,464,303,18,3265,6,7.03663778305054,0,0,0,0,0,2,0,0,0,0,0,4,69,23,10,40,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,940,0,0,1,0,0,0,0,0,0,0,0,4,1,45,0,0,0,0,30,7.03663793103448,0,5.18367346938776,"QB",2,16.8433333333333,25.2
"1740",4307,2014,"GB",16,43,269,6.25581407546997,2,0,0,0,0,0,520,341,38,4381,5,8.42500019073486,0,0,0,0,0,1,0,0,0,0,0,9,109,50,24,59,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,983,0,0,8,2,1,0,0,0,0,0,0,10,2,28,0,0,0,0,30,8.425,0,6.25581395348837,"QB",12,23.3583333333333,39.75
"1741",4309,2014,"Buf",12,15,14,0.933333337306976,1,0,0,0,0,0,447,287,18,3018,10,6.75167798995972,0,0,0,0,0,0,0,0,0,0,0,2,57,19,8,39,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,3,1,0,0,0,0,0,0,0,3,3,33,0,0,0,0,31,6.75167785234899,0,0.933333333333333,"QB",2,17.8583333333333,28.5
"1742",4311,2014,"Cin",4,1,1,1,0,0,0,0,0,0,19,11,0,74,0,3.89473676681519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,32,3.89473684210526,0,1,"QB",0,0.45,2.25
